user_id,item_id,rating
bcjbaE6dDog4jkNY91ncLQ,e4Vwtrqf-wpJfwesgvdgxQ,4.0
smOvOajNG0lS4Pq7d8g4JQ,RZtGWDLCAtuipwaZ-UfjmQ,4.0
4Uh27DgGzsp6PqrH913giQ,otQS34_MymijPTdNBoBdCw,4.0
j2wlzrntrbKwyOcOiB3l3w,rBdG_23USc7DletfZ11xGA,4.0
IQsF3Rc6IgCzjVV9DE8KXg,eFvzHawVJofxSnD7TgbZtg,5.0
WBpQDAZymU0dhIqXcACGNw,ut6fi2W2YaipNOqvi7e0jw,3.0
RreNy--tOmXMl1en0wiBOg,cPepkJeRMtHapc_b2Oe_dw,4.0
Jha0USGDMefGFRLik_xFQg,bMratNjTG5ZFEA6hVyr-xQ,5.0
3MpDvy5gEdsbZh9-p92dHg,8QnuWGVNBhzyYXGSeRdi4g,4.0
ZGjgfSvjQK886kiTzLwfLQ,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0
IKbjLnfBQtEyVzEu8CuOLg,VJEzpfLs_Jnzgqh5A_FVTg,4.0
enaHB1e956thdnafcHVAig,TyOe_EcbyAWMmPgg_ILwHQ,3.0
DBYhpb5hrAYgQjQaMhNYyQ,oJ4ik-4PZe6gexxW-tSmsw,4.0
NUtIAX-ygn474tDg5nmesg,6LCZLGa09Qifn6rG7-DNrg,4.0
uAu772KpSkb-tPFgZmU-lA,2GYg3liJ9-m6Z67L_4_BRQ,5.0
Z5j9Xw_G0c7M2b1-iS67wg,HTqXI5S2XcSlh_ylx9sE6g,5.0
xbybLiQockAzC4xAlzFrGg,EpREWeEpmR8f1qLHzzF0AA,5.0
wp-uX1pnNjAIDBNnQxz1ZQ,lpfrjbjIWC0BNZThaSDMLw,5.0
07aVWNhBhpwqW3MdqoKDKQ,jLerIZFpe25jOUf722qzBA,3.0
Zs8Zk3sgh5JxRmoZW4PJcg,3ZynJ94VpIdDlaArmEp2Rg,3.0
Pbry-b9xBgHlWlbGlYbTZg,b7V_5q22_eTeHlYzq1bpFw,3.0
kHmXUEOAsIbguUrPoX6Tkg,iD25g7vUG3asELjXtMGF9w,2.0
pYXeL0RCqus2IfhthYCOyA,W7NxQw8UYFR0HLPrI08tvw,4.0
3TL6HZ1JrKcNTvGDWKlrow,GyC36Pn0Q1-qHnqXys6yFg,1.0
EfG0nInFMbiO9Hy7A6B2cQ,fGYnHzFr1z2kv7bPRW6VMA,3.0
OkjeFppodgJP_CvB84cJYw,FHNIvNgh3fS7VZQq2Y3dsA,3.0
Zp1o52IRl92dunmsfiT96g,gGyqnAlpFrka_qzpO7j4lQ,5.0
Cvi8nZTwDVaQkqmmgQwQMw,D4DZztR7vkbiED6txGUYFg,4.0
FEI0XkOrUHufSW_rfOTPAA,Dv6RfXLYe1atjgz3Xf4GGw,4.0
0Igx-a1wAstiBDerGxXk2A,actDmpJyaQPnkds6knMdKA,5.0
1wN_Q-1fg46ZomOzf2tg5w,6p07zfmJWvytr0paqpyvbg,1.0
O6wkgoJqU7KMjleSlCDGaA,EQ-TZ2eeD_E0BHuvoaeG5Q,5.0
x-LrGPXN7WFX15Qk9B6_YQ,eMiN8nm70jjKg8izikVWDA,4.0
k3Q0ZcVuMdvA_9iDcSDWIA,pym7c6ZFEtmoH16xN2ApBg,4.0
o4tYl3Hz0oDfpNn4k02DCw,AzseSGgDC6bVtMPEYo1CNQ,4.0
Vn8iqqu3T8QkmOlyH82zDA,a1u9Bxrq_fZxl2pgqQUcJA,4.0
7Ie0VmQtnGYUVq2YW4dTVw,xruWHK8Z5N0JWyQubLHjgA,5.0
u1cvQWB0lB4YsIbtSlUR7g,_aKr7POnacW_VizRKBpCiA,5.0
amIUTkKQlA4464-lJlwlaQ,oRZzKWdyMQld6N_y4UWkAg,4.0
FodM8aoGMQO2zsQCQxBTYQ,v5ktgWMAARaczTMh2rAJKg,2.0
04JlTjJRbcv_kS9xVPhOdg,WM3q-7scdPUei6fu4SJFYw,1.0
CysTz612pTix75Fye6-D4Q,WLiqfxv_GhFFA5sm878a2w,5.0
lj49AbM3BGC5Z_eyVRMnlA,6dDC5PSmPEoJYuM8r8dN_A,5.0
hWDybu_KvYLSdEFzGrniTw,roc-xyyzN5b_nImb0NdRLQ,4.0
f0fqCwb_QAJUPm-K95Mk2g,NdqATFd0JsFzEOD8Z8pa5w,5.0
dWTrJdEPoZB8LkOPv_jxsA,cg4JFJcCxRTTMmcg9O9KtA,4.0
NTNitC54luCRbsr0w1W9Ew,QUEWdnmVCv2Ri8xJATTrIQ,5.0
7NHf3QgyGlZ_9pwdWLFdhA,QcuTCSfnI6WqKpuDL_a0OA,5.0
ci7Q6NvXQ8UZrBHusVX18g,V6Om7YZhlRQRU7WfuxHq8Q,4.0
n-lBS02-3yvlY5Q91mmwDA,2S_CEQYBbp8RO1bJm_1mng,2.0
iwxNSCgu-lEXtLSdPI4EyA,EDjEVzmoQVHzboFqC-M6Ew,5.0
AGyh5jnM0zrIElY7aZQafQ,5ezrDoezdUlJpUa5Jg6dUQ,5.0
0XmgOinrZWNO15DlimRQeg,PpZqlVUAP2i8_hNfpQyKhg,5.0
yyxEa8y4HGij_m7g1wDKWg,Jc6MxMyCLp4DMfN4C1t1aQ,3.0
kQWfYLrDdaIJ4KBV4BrrIQ,5MIiTuQP0fkAz43aQEBrWA,5.0
FuTJWFYm4UKqewaosss1KA,fgTOJRkc703E4XRdcr5zRA,3.0
5C_C7bd6rZYgiP4puQxESQ,0Kn5W22UmxOqPj2cjouFNA,1.0
h_WJ9jf22thDw10b1KL-cg,aOJdNN7IsxR7xy9H_bJuLQ,4.0
oMNtNOXYFN0qdSCSfOfTOg,7sKfrJmjG6unAQeWdQUe2w,5.0
nnImk681KaRqUVHlSfZjGQ,nFjk0xVI9fNiVN__5g-m8Q,5.0
FLGFtGbXaUo0obR6lnZA1Q,SlLfWzeYOrVBxCd-0QILZQ,5.0
E2CuwvUZdhvrAvvNdmmN8A,eS4billU3Yd9hoVUFfZFbA,2.0
1PJ-RjMqXHeymSkLRzuIdA,nOyphAl0JQ8JrvNi93pclQ,2.0
KhHwhL89YnbEw8RNM03C4A,oLc7k78_YcDMnMCdbC-h1A,5.0
huHPQSQgw4kFakc0Vq7TDA,_D7QoWuQKMXk0mEE7r_Ftw,5.0
Wbuln6K4xlwyj5WMoYdjNw,gK9CdFaCXmHoW8aLfXiSqg,4.0
vr-Rw3nMKIgGrVNT6A7p9g,tQYOAfl33tmP4oWpfyRr6g,5.0
u8YXsT2UCNlIlGHS3LAmPg,iI090K0JMViyPPh7Viovrg,4.0
d0FbFaZuJWfai0RYsUS7qw,N9-NRK8PPvi73tduxoPKbA,3.0
lEyAWBqX2Plyz041C09P5w,q72up2Av5yNNVPk7vdKg9w,3.0
Jed-PEquPj78qyejkevQyQ,k6XrnjX2TBM_nDzD_XA9NQ,2.0
8EMU7d4pCkdqUnvlIW40CA,9PCPV34KV1B_E3v1IUi4tQ,4.0
ChoyWqiqMfKDYuqMKycnpw,yN6jZyG1G1FG_HCZQlJZ1g,3.0
wABHp4fGUC-0acRKhmQO2A,MMRRS6YhVRx_iN5-JhMRYg,5.0
Uk3X2AypU8AqvcYEVf7s6Q,eL4lyE7LNoXEMvpcJ8WNVw,3.0
OfhZlqYMrCVAhM-bt_cQug,J-ciDDEdIHMcChGIyKZnOg,4.0
QuZKJnltihmZ8jhwfxPeJA,QWqKTWQ2OiDgo3dzNkpung,5.0
avQwKRvXc21koLCbahFEig,AY1SyySRyTnBwBdf7qfGxQ,5.0
dXgGp-vjO_TSIvLgNz5uaw,o3RGMdSY37_PX1k1vZsXpA,5.0
t77iaBQb3pyj2rtwffiLEg,ZnAr0AxYpEYK1ZHNc4fk7g,2.0
dMrmnopCJ0xxEuG7WMCtWw,_TANOcxwIOmQhk1mnXaj7w,1.0
3x69a8OGyReKirigOk8Nww,WW8WN8J89M3U4z1xP4MhnA,4.0
mzXDuhZBPdHfMIk1YXP0mQ,mUIBtlWNPD7sz3rGGWQ1RA,5.0
7OUAzKZj6LUrQ3G7g7yUSw,S3Kl763P-wKnDLFy0iirqA,2.0
P6f_pFhxb0jwtA1JmjHmJw,uyQGW7kZKk90vEwGo8A7mA,1.0
BOM58nAhmaoOC_Si4u4lOw,8-j10_I745ITrczbkfD-Pw,4.0
Xw7ZjaGfr0WNVt6s_5KZfA,i-tDq8zC7ZmSqSbg_7oddA,5.0
gasLVm0KRwrVhPGRcqATjw,CHh0ZFrQcsk4boOItr2Zuw,4.0
6LYVWmmUMgyZYnvKhobgXg,RPxrAiJ3krxtv-UQmt0RlQ,4.0
UV6kQ5MqadMq9SaVv35fqg,JhrvtLpCEQcYrZLbb6CZGw,3.0
LpZfJekvMo5S61UBAmuyHw,cXAKeC-EgVChIxhS7fscmw,5.0
q5bEuV2_PMI0yul7DHk5TA,QKFojAIRYfQQzwssuoKjzw,5.0
KWLxxZKAcdUOBqBLMPW22w,wa_bwyY57etHjtJ2Fw0E3g,2.0
jDLeW4d-8WqMkikCTHFJ5g,kJpoduG3wdA35WzOF_T1Aw,5.0
Wshkpj8aHWuzIeca1QxWTA,R-HCwu9UbasUudG1yTM1Ow,1.0
gSp5C3BfIVAHdH27rzoCDQ,RhuYqAT45uIR2NNdDsolXQ,5.0
2dyfZNhtyuHdestczTgWjQ,Dv6RfXLYe1atjgz3Xf4GGw,4.0
b-DA7VhnYRLg6q5jIK3RNw,AzseSGgDC6bVtMPEYo1CNQ,4.0
JYxJUad4GtKZdZhoTXTKZw,qLrTiIPDlnNX6FYTs29rmg,3.0
zgtJEQ6bUCTWNaZcqKkcTw,kGMDSF0YpNwJ-c2BN5yBpw,3.0
63-2PK0__Z3Zr1X-2mu1wQ,0vCsslN-TYnDeOSNT4rIfg,4.0
DEiAhP-xb4i-71foPKSqxQ,cXSyVvOr9YRN9diDkaWs0Q,5.0
gv0coNUFY-fibRwP8IKqPA,qdL-EbgoA7Gq_2u4e4YvLw,3.0
5h9JA231vPilNAIjHxwGng,lj-E32x9_FA7GmUrBGBEWg,5.0
16yfdXvoj6ra0hqFjLu2cQ,DRnvSL_I8MLuTLhl6O4JBQ,5.0
_kp3hr0ohALINduHTERs9Q,z680Aylt8wN2KAeFM1hy-A,5.0
W_VNrooLU3h_r-Iw5HLo_w,rKlPSPn0wF5tkCrWZzBnbA,4.0
JTbWKeaQLH0w2TWCiRjq4g,F_wIC6i5y4zdQyp99R7PdQ,4.0
ifbY7DlrQep2hxR8WBGQbw,gwNlSSV0hGgNgTqPprj4FQ,2.0
fr1Hz2acAb3OaL3l6DyKNg,t-bcEvAM8oE92tm9HBr7wQ,3.0
kKLdiuoR2ED3SPwAEjqI0w,XQLdTCJvjoxxqrYGiE-YYQ,5.0
3YHb2sYWYUM7dI7EGFKoEw,vh6YOciEM3M4zi2FGp-b5Q,3.0
xjQSpme1Z7Xw8XehRLpYuA,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0
RycuS3TlPJKYCN6jaqgc7w,kTLHh3e_59XZduNwydxuAw,1.0
WQhgAg8ovchnA1FZCpbyWA,ISBBeqLeERHiKfqa7PZkuA,4.0
Q9t5Z5_ZGn-5KUNjElNZWw,Ym8E4Lgi3IfH53YuG5WxIg,1.0
BiD10AVyLSU4ZugC-0zi8Q,0cB1kDuZCvSwpJrNdtQP8Q,1.0
mrV0BOkFOnMWzgYJrS3i0g,c7OfNRMIqAhtNOMEat3Rbg,3.0
ZDUCfIgyPVG7HhFDWhK7kQ,EneM1oBFxncaR1nQCD3gYA,5.0
au30JemWvCjjTp5vWdOLow,Gw7UW0E2BguzL9suQnwDeg,5.0
mGUYWSFpmVvDQTLDvkzk4w,Ir4-CFGZDfloJkUMax13Og,3.0
rp8AfN3VT2I6nykW6FWqkw,-02xFuruu85XmDn2xiynJw,5.0
TkFfkUhNLczx5LB-uR9qaw,7EhTT4iEuA7JaaWA-eI3Qw,5.0
dme9K6sQrgpojAay5r8IAA,JUlsvVAvZvGHWFfkKm0nlg,3.0
vFd8aBLg1kFcd0kCkoi-xw,GUMVStVaJfWmCIpQA4TtHg,4.0
fPmWOEvI5SipdVav3fcIqA,NT5S6JV5wPwKOd3s3Yh1zQ,2.0
qPORuflcC27780nm7s2UUg,V9XlikTxq0My4gE8LULsjw,1.0
mqBWACmaHflW4eh_Ofp16Q,kxX2SOes4o-D3ZQBkiMRfA,5.0
CysTz612pTix75Fye6-D4Q,EqEcDeXqIq1YwnzHg_ZUFw,1.0
QASqmFDB1pIBF7xSp1PVeg,SlZJATE_TGUU8X34UJNi4g,5.0
XTWdXSOoUJnIMiVSA-1gDg,_RwlMTw9uFeOkfX9Ctf1HA,1.0
zZygOZLNyJX5nDqKrwa4HQ,MjZQqZAmJeMco_Vq-Y9h-g,4.0
9wvR3a-jGWmth9rgttgU2w,4SneIG3-02kRCgQx-hu51Q,4.0
UYU71DRx-UDAee-eFOFfWw,hUX1yAimviBIhb21D_KtcQ,3.0
EROW4chFZQF1E-eZVpYAAA,diwwt5QBU3-Thig9SVlsOA,2.0
wo1qycEKVbUYhezpmialJA,N-MVwAcmsQDZCxbZjZhPDA,4.0
RDKpadmqI2CpSvRUy_sorQ,I1h0GRYp86eX-XqwVXsSGA,5.0
onQsolCnpHwtOZCIuI91vQ,DTIKGgzoKGLCNw2dNKfHZg,4.0
